,Age,Assets_Rs,Constituency,Criminal_Cases,Education,Liabilities_Rs,Link,Name,Party,State,Winner,Year
0,52,542000,Bhadrachalam,0,Graduate Professional,130000,candidate.php?candidate_id=37,MIDIYAM BABU RAO,CPM,ANDHRA PRADESH,1,2004
1,30,100000,Bhadrachalam,0,12th Pass,0,candidate.php?candidate_id=39,JANNI APPA RAO,BSP,ANDHRA PRADESH,0,2004
2,39,2941913,Bhadrachalam,0,Others,42000,candidate.php?candidate_id=38,SMT.KPRK PHANEESWARAMMA,TDP,ANDHRA PRADESH,0,2004
0,73,1979000,Bobbili,0,Not Given,50000,candidate.php?candidate_id=42,KONDAPALLI PYDITHALLI NAIDU,TDP,ANDHRA PRADESH,1,2004
1,47,38000,Bobbili,0,Graduate,0,candidate.php?candidate_id=45,G.VENKATESH,TRS,ANDHRA PRADESH,0,2004
2,40,25900500,Bobbili,0,Post Graduate,0,candidate.php?candidate_id=43,JHANSI BOTCHA,INC,ANDHRA PRADESH,0,2004
3,0,5988503,Bobbili,0,Others,97000,candidate.php?candidate_id=44,PEDDINTI JAGANMOHAN RAO,IND,ANDHRA PRADESH,0,2004
0,63,670576468,Chittoor,0,Not Given,0,candidate.php?candidate_id=46,D.K. AUDIKESAVULU,TDP,ANDHRA PRADESH,1,2004
1,42,355000,Chittoor,0,Others,0,candidate.php?candidate_id=49,A.MALLA RAO,TRS,ANDHRA PRADESH,0,2004
2,46,Nil,Chittoor,0,Not Given,0,candidate.php?candidate_id=50,D.A NAGARAJU,IND,ANDHRA PRADESH,0,2004
3,54,11815429,Chittoor,0,Graduate,228886,candidate.php?candidate_id=47,DR. RAVURI VENKATA SWAMY,INC,ANDHRA PRADESH,0,2004
4,31,210000,Chittoor,0,Post Graduate,0,candidate.php?candidate_id=48,S.SAHADEVA REDDY,IND,ANDHRA PRADESH,0,2004
5,54,Nil,Chittoor,0,Not Given,0,candidate.php?candidate_id=51,SHAIK JEELANI BASHA,IND,ANDHRA PRADESH,0,2004
0,51,36227380,Cuddapah,0,Graduate,0,candidate.php?candidate_id=52,Y.S. VIVEKANANDA REDDY,INC,ANDHRA PRADESH,1,2004
1,42,1507000,Cuddapah,0,Not Given,27000,candidate.php?candidate_id=59,B.NARAYANA REDDY,RPI,ANDHRA PRADESH,0,2004
2,39,130000,Cuddapah,0,Others,0,candidate.php?candidate_id=58,C.BALAVARADA REDDY,IND,ANDHRA PRADESH,0,2004
3,28,20000,Cuddapah,0,Graduate,20000,candidate.php?candidate_id=62,C.GOPI NARASIMHA REDDY,IND,ANDHRA PRADESH,0,2004
4,53,1811500,Cuddapah,0,8th Pass,310000,candidate.php?candidate_id=63,G.RAVINDRANATHA REDDY,JP,ANDHRA PRADESH,0,2004
5,38,1150000,Cuddapah,2,Not Given,180000,candidate.php?candidate_id=55,INDI REDDY THIMMA REDDY,RJD,ANDHRA PRADESH,0,2004
6,35,Nil,Cuddapah,0,Not Given,0,candidate.php?candidate_id=57,KONDABOINA SREENIVASULU K,PPOI,ANDHRA PRADESH,0,2004
7,0,381000,Cuddapah,0,Not Given,20000,candidate.php?candidate_id=66,N BHASKARA REDDY,PP,ANDHRA PRADESH,0,2004
8,54,408000,Cuddapah,0,Others,30000,candidate.php?candidate_id=64,O.SUBBA REDDY,Akhil Bharatiya Jan Sangh,ANDHRA PRADESH,0,2004
9,36,1250000,Cuddapah,0,Graduate,0,candidate.php?candidate_id=65,PECHARA VENKATESHWAR RAO,TRS,ANDHRA PRADESH,0,2004
10,37,50000,Cuddapah,0,8th Pass,0,candidate.php?candidate_id=60,PUTHA RAMAPRASADA REDDY,Ambedkar National Congress,ANDHRA PRADESH,0,2004
11,40,1710000,Cuddapah,3,10th Pass,86755,candidate.php?candidate_id=61,SIVANATHA REDDY CHADIPIRALLA,NTRTDP(LP),ANDHRA PRADESH,0,2004
12,49,921500,Cuddapah,0,10th Pass,200000,candidate.php?candidate_id=54,T BHASKAR REDDY,IND,ANDHRA PRADESH,0,2004
13,55,1485000,Cuddapah,1,Others,0,candidate.php?candidate_id=53,VENKATA MYSURA REDDY MULE,TDP,ANDHRA PRADESH,0,2004
14,64,524324,Cuddapah,0,Post Graduate,111900,candidate.php?candidate_id=56,VITTA SUBBA RAO,IND,ANDHRA PRADESH,0,2004
0,60,117898221,Eluru,0,Not Given,191621,candidate.php?candidate_id=67,KAVURU  SAMBA SIVA RAO,INC,ANDHRA PRADESH,1,2004
1,42,50000,Eluru,0,Post Graduate,1050000,candidate.php?candidate_id=70,B.N.V.SATYANARAYANA,TRS,ANDHRA PRADESH,0,2004
2,77,83368069,Eluru,0,Others,3470256,candidate.php?candidate_id=68,BOLLA BULLI RAMAIAH,TDP,ANDHRA PRADESH,0,2004
3,38,3465000,Eluru,0,Others,0,candidate.php?candidate_id=69,D.S.V.KRISHNAJI,BSP,ANDHRA PRADESH,0,2004
4,45,3146414,Eluru,0,10th Pass,142243,candidate.php?candidate_id=72,KODURI SRIRAMULU,IND,ANDHRA PRADESH,0,2004
5,57,1662000,Eluru,0,Others,0,candidate.php?candidate_id=73,S.V.B.REDDY,IND,ANDHRA PRADESH,0,2004
6,44,42927,Eluru,0,Graduate,0,candidate.php?candidate_id=71,S.V.SUBBARAO,IND,ANDHRA PRADESH,0,2004
0,61,48198297,Guntur,0,Not Given,9889900,candidate.php?candidate_id=74,RAYAPATI  SAMBASIVA RAO,INC,ANDHRA PRADESH,1,2004
1,39,1250000,Guntur,0,10th Pass,0,candidate.php?candidate_id=76,JUPALLI HANUMANTHA RAO GOUD,BSP,ANDHRA PRADESH,0,2004
2,72,5890000,Guntur,0,Post Graduate,0,candidate.php?candidate_id=78,MUVVA VENKAT RAO,IND,ANDHRA PRADESH,0,2004
3,38,805000,Guntur,0,Others,0,candidate.php?candidate_id=77,VENKATESWARLU GUNDI,TRS,ANDHRA PRADESH,0,2004
4,71,27826692,Guntur,0,Graduate,3977714,candidate.php?candidate_id=75,Y. V. RAO,TDP,ANDHRA PRADESH,0,2004
0,45,10011716,Hanamkonda,0,Graduate,0,candidate.php?candidate_id=79,B.VINOD KUMAR,TRS,ANDHRA PRADESH,1,2004
1,45,23665000,Hanamkonda,0,Graduate,120000,candidate.php?candidate_id=80,CHADA SURESH REDDY,TDP,ANDHRA PRADESH,0,2004
2,52,7700000,Hanamkonda,0,Others,0,candidate.php?candidate_id=84,DR.DHARMAPUR SAMPATH RAJARAM YADAV,IND,ANDHRA PRADESH,0,2004
0,50,1405000,Hindupur,0,Graduate,200779,candidate.php?candidate_id=85,NIZAMODDIN,INC,ANDHRA PRADESH,1,2004
1,31,70000,Hindupur,0,Graduate,0,candidate.php?candidate_id=87,B. SURENDER KUMAR,TRS,ANDHRA PRADESH,0,2004
2,45,4306482,Hindupur,0,Graduate,2196288,candidate.php?candidate_id=86,B.K.PARDHASARATHI,TDP,ANDHRA PRADESH,0,2004
3,44,570000,Hindupur,0,Not Given,0,candidate.php?candidate_id=88,SMT DESAI REDDY PRABHAVATHI,IND,ANDHRA PRADESH,0,2004
0,37,3902342,Hyderabad,3,Graduate Professional,0,candidate.php?candidate_id=89,ASADUDDIN OWAISI,AIMIM,ANDHRA PRADESH,1,2004
1,45,102000,Hyderabad,0,Others,0,candidate.php?candidate_id=97,BHAGWAN DAS,IND,ANDHRA PRADESH,0,2004
2,51,338000,Hyderabad,0,Others,0,candidate.php?candidate_id=90,G.SUBASH CHANDERJI,BJP,ANDHRA PRADESH,0,2004
3,56,1025000,Hyderabad,0,Graduate,0,candidate.php?candidate_id=91,KONDA LAKSHMA REDDY,INC,ANDHRA PRADESH,0,2004
4,36,700000,Hyderabad,0,12th Pass,0,candidate.php?candidate_id=92,MAJEEDULLAH KHAN @ FARHAT KHAN,MBT,ANDHRA PRADESH,0,2004
5,28,4715000,Hyderabad,0,Others,0,candidate.php?candidate_id=98,MOHSIN-BIN-HUSSAIN AL-KASARI,IND,ANDHRA PRADESH,0,2004
6,50,946744,Hyderabad,0,Not Given,0,candidate.php?candidate_id=94,SALAHUDDIN AHMED S.K.,IND,ANDHRA PRADESH,0,2004
7,41,3900,Hyderabad,0,Others,250000,candidate.php?candidate_id=93,SMT.G.SHOBHA RANI,BSP,ANDHRA PRADESH,0,2004
8,48,Nil,Hyderabad,0,12th Pass,0,candidate.php?candidate_id=96,SMT.VARSHA DHAWAN,PPOI,ANDHRA PRADESH,0,2004
9,40,Nil,Hyderabad,0,Not Given,0,candidate.php?candidate_id=95,SYED GAFFAR,IND,ANDHRA PRADESH,0,2004
0,0,Nil,Kakinada,0,Not Given,0,candidate.php?candidate_id=100,MUDRAGADA PADMANABHAM,TDP,ANDHRA PRADESH,0,2004
1,51,900000,Kakinada,0,Not Given,562000,candidate.php?candidate_id=103,NAINALASETTI MURTHY,CPI(ML)(L),ANDHRA PRADESH,0,2004
0,51,8598858,Karimnagar,0,Graduate,2559507,candidate.php?candidate_id=106,K. CHANDRA SHAKHER RAO,TRS,ANDHRA PRADESH,1,2004
1,61,5196600,Karimnagar,0,Graduate Professional,0,candidate.php?candidate_id=107,CHENNAMANENI VIDYASAGAR RAO,BJP,ANDHRA PRADESH,0,2004
2,69,1815000,Karimnagar,0,Graduate,400000,candidate.php?candidate_id=109,KOTHAPALLI SANDRI MENAYYA,BSP,ANDHRA PRADESH,0,2004
3,50,72000,Karimnagar,0,12th Pass,0,candidate.php?candidate_id=108,MAMIDIPALLI GANGARAJAM,IND,ANDHRA PRADESH,0,2004
0,49,136912161,Khammam,1,Post Graduate,300414,candidate.php?candidate_id=110,RENUKA CHOWDHURY,INC,ANDHRA PRADESH,1,2004
1,44,200000,Khammam,0,Not Given,0,candidate.php?candidate_id=112,ARUNA CHANDRA,IND,ANDHRA PRADESH,0,2004
2,58,4460000,Khammam,0,Others,306157,candidate.php?candidate_id=118,BANOTH SOMLA NAIK,IND,ANDHRA PRADESH,0,2004
3,39,54000,Khammam,0,5th Pass,3000,candidate.php?candidate_id=113,BURRA VENKANNA,IND,ANDHRA PRADESH,0,2004
4,46,2685000,Khammam,0,Not Given,0,candidate.php?candidate_id=114,NALAJALA SAROJA,PPOI,ANDHRA PRADESH,0,2004
5,45,3683000,Khammam,0,12th Pass,0,candidate.php?candidate_id=111,NAMA NAGESWARA RAO,TDP,ANDHRA PRADESH,0,2004
6,43,160000,Khammam,0,Others,0,candidate.php?candidate_id=116,NAMA NAIK ISLAVATH,IND,ANDHRA PRADESH,0,2004
7,60,238000,Khammam,0,10th Pass,0,candidate.php?candidate_id=115,PADIGA YERRAIAH,IND,ANDHRA PRADESH,0,2004
8,49,635000,Khammam,0,10th Pass,50000,candidate.php?candidate_id=117,PITTALA VENKATA NARASAIAH MUDIRA,MRS,ANDHRA PRADESH,0,2004
0,52,15941801,Kurnool,0,Graduate,681000,candidate.php?candidate_id=119,KOTLA JAYASURYA PRAKASHA REDDY,INC,ANDHRA PRADESH,1,2004
1,36,78000,Kurnool,0,Graduate Professional,0,candidate.php?candidate_id=124,DR. PARAMESHWAR REDDY,PPOI,ANDHRA PRADESH,0,2004
2,52,4842200,Kurnool,0,Post Graduate,0,candidate.php?candidate_id=125,GIRI NIVARTHI RAO YADAV,IND,ANDHRA PRADESH,0,2004
3,39,10000,Kurnool,0,12th Pass,0,candidate.php?candidate_id=121,JAMES,IND,ANDHRA PRADESH,0,2004
4,26,50000,Kurnool,1,Graduate,0,candidate.php?candidate_id=128,K. V. KRISHNA KUMAR,IND,ANDHRA PRADESH,0,2004
5,65,32496805,Kurnool,0,Not Given,18682834,candidate.php?candidate_id=120,KAMBALAPADU EDIGA KRISHNAMURTHI,TDP,ANDHRA PRADESH,0,2004
6,42,235000,Kurnool,0,Graduate,0,candidate.php?candidate_id=127,R. V. MOHANA REDDY,JP,ANDHRA PRADESH,0,2004
7,47,537500,Kurnool,0,Not Given,720000,candidate.php?candidate_id=122,REDDIPOGU DAVID,BSP,ANDHRA PRADESH,0,2004
8,34,2000,Kurnool,0,12th Pass,0,candidate.php?candidate_id=123,T. SESHAPHANI,IND,ANDHRA PRADESH,0,2004
9,35,Nil,Kurnool,0,Not Given,0,candidate.php?candidate_id=126,V. RAVINDER RAO,TRS,ANDHRA PRADESH,0,2004
0,61,138545000,Machilipatnam,0,12th Pass,11559000,candidate.php?candidate_id=129,BADIGA RAMAKRISHNA,INC,ANDHRA PRADESH,1,2004
1,32,298906,Machilipatnam,0,Others,0,candidate.php?candidate_id=132,ADAPALA SIVANNARAYANA,PPOI,ANDHRA PRADESH,0,2004
2,64,1546471,Machilipatnam,0,Post Graduate,168301,candidate.php?candidate_id=130,AMBATI BRAHMANAIAH,TDP,ANDHRA PRADESH,0,2004
3,42,8200000,Machilipatnam,0,Others,0,candidate.php?candidate_id=134,B.S.RAO,TRS,ANDHRA PRADESH,0,2004
4,49,1500000,Machilipatnam,0,10th Pass,0,candidate.php?candidate_id=133,DODDA KAMESWARA RAO,IND,ANDHRA PRADESH,0,2004
5,46,800000,Machilipatnam,0,Others,0,candidate.php?candidate_id=131,YENDURI SUBRAHMANYESWARA RAO (MANI),IND,ANDHRA PRADESH,0,2004
0,53,65075830,Mahabubnagar,0,Graduate,3000000,candidate.php?candidate_id=135,D. VITTAL RAO,INC,ANDHRA PRADESH,1,2004
1,47,182,Mahabubnagar,0,Others,0,candidate.php?candidate_id=138,G. RAMCHANDRAIAH YADAV,BSP,ANDHRA PRADESH,0,2004
2,52,Nil,Mahabubnagar,0,Not Given,0,candidate.php?candidate_id=139,MOHD. MAZHER HUSSAIN,Muslim League Kerala State Committee,ANDHRA PRADESH,0,2004
3,56,50000,Mahabubnagar,0,12th Pass,0,candidate.php?candidate_id=137,SMT. GUNDALA VIJAYA LAKSHMI,PPOI,ANDHRA PRADESH,0,2004
4,64,1904000,Mahabubnagar,0,12th Pass,189910,candidate.php?candidate_id=136,YELKOTI YELLA REDDY,TDP,ANDHRA PRADESH,0,2004
0,49,2020000,Medak,0,Graduate,500000,candidate.php?candidate_id=140,A. NARENDRA,TRS,ANDHRA PRADESH,1,2004
1,45,180000,Medak,0,Graduate,0,candidate.php?candidate_id=144,K. LAXMAIAH YADAV,IND,ANDHRA PRADESH,0,2004
2,62,200000,Medak,0,Not Given,0,candidate.php?candidate_id=143,MD. ULFATHALI,IND,ANDHRA PRADESH,0,2004
3,43,10000,Medak,0,Graduate,0,candidate.php?candidate_id=142,NALLA SURYAPRAKASH,BSP,ANDHRA PRADESH,0,2004
4,73,6454939,Medak,0,Post Graduate,640392,candidate.php?candidate_id=141,P RAMACHANDRA REDDY,BJP,ANDHRA PRADESH,0,2004
5,57,2379500,Medak,0,5th Pass,0,candidate.php?candidate_id=145,P. JEEVULA NAIK,IND,ANDHRA PRADESH,0,2004
0,62,12264007,Miryalguda,0,Post Graduate,1546865,candidate.php?candidate_id=146,JAIPAL REDDY SUDINI,INC,ANDHRA PRADESH,1,2004
1,50,80000,Miryalguda,0,Graduate,0,candidate.php?candidate_id=148,MARRY NEHEMIAH,IND,ANDHRA PRADESH,0,2004
2,52,5001067,Miryalguda,0,Not Given,1993070,candidate.php?candidate_id=147,VANGALA SWAMY GOUD,TDP,ANDHRA PRADESH,0,2004
3,33,Nil,Miryalguda,0,10th Pass,0,candidate.php?candidate_id=151,VARIKUPPALA VENKANNA,MCPI(S),ANDHRA PRADESH,0,2004
4,37,62000,Miryalguda,0,12th Pass,0,candidate.php?candidate_id=150,YANALA NARSI REDDY,IND,ANDHRA PRADESH,0,2004
0,52,6545314,Nagarkurnool,0,Post Graduate,2339000,candidate.php?candidate_id=152,DR.MANDA JAGANNATH,TDP,ANDHRA PRADESH,1,2004
1,47,135000,Nagarkurnool,0,Others,170000,candidate.php?candidate_id=156,DR. G.RAGHAVULU,IND,ANDHRA PRADESH,0,2004
2,46,6897500,Nagarkurnool,0,Not Given,506545,candidate.php?candidate_id=153,K.S.RATNAM,IND,ANDHRA PRADESH,0,2004
3,60,50000,Nagarkurnool,0,Graduate,0,candidate.php?candidate_id=155,P. LALAIAH,BSP,ANDHRA PRADESH,0,2004
4,28,Nil,Nagarkurnool,0,Not Given,0,candidate.php?candidate_id=154,P.BHAGAVANTHU,IND,ANDHRA PRADESH,0,2004
0,62,1990000,Nalgonda,1,Graduate Professional,962600,candidate.php?candidate_id=157,SURAVARAM SUDHAKAR REDDY,CPI,ANDHRA PRADESH,1,2004
1,54,645000,Nalgonda,0,Graduate,0,candidate.php?candidate_id=160,A.NAGESWARA RAO,PPOI,ANDHRA PRADESH,0,2004
2,60,125000,Nalgonda,0,Not Given,0,candidate.php?candidate_id=163,GUMMI BAKKA REDDY,IND,ANDHRA PRADESH,0,2004
3,41,800000,Nalgonda,0,10th Pass,0,candidate.php?candidate_id=162,GYARA PRATHAP,IND,ANDHRA PRADESH,0,2004
4,53,16242000,Nalgonda,0,Post Graduate,0,candidate.php?candidate_id=158,NALLU INDRASENA REDDY,BJP,ANDHRA PRADESH,0,2004
5,34,Nil,Nalgonda,0,Graduate,125000,candidate.php?candidate_id=161,PUDARI NARSIMHA,BSP,ANDHRA PRADESH,0,2004
6,40,4190972,Nalgonda,0,Graduate,0,candidate.php?candidate_id=159,VATTIPALLY SRINIVAS GOUD,TRS,ANDHRA PRADESH,0,2004
0,54,64646900,Nandyal,0,Graduate Professional,13374000,candidate.php?candidate_id=165,S. P. Y. REDDY,INC,ANDHRA PRADESH,1,2004
1,40,100000,Nandyal,0,Graduate,0,candidate.php?candidate_id=168,A. C  V. SUBBAIAH,BSP,ANDHRA PRADESH,0,2004
2,34,34003688,Nandyal,0,12th Pass,4819821,candidate.php?candidate_id=166,BHUMA SHOBHA NAGI REDDY,TDP,ANDHRA PRADESH,0,2004
3,33,6686000,Nandyal,0,Not Given,2300000,candidate.php?candidate_id=173,BUDDA REDDY SRINIVASA REDDY,IND,ANDHRA PRADESH,0,2004
4,40,3050000,Nandyal,2,Not Given,30000,candidate.php?candidate_id=172,INJETI KRISHNA REDDY,IND,ANDHRA PRADESH,0,2004
5,42,227000,Nandyal,0,Not Given,200000,candidate.php?candidate_id=167,LAKU OBULESU,IND,ANDHRA PRADESH,0,2004
6,49,90000,Nandyal,0,Not Given,0,candidate.php?candidate_id=171,MALA GUNAM PALLE GOKARI,IND,ANDHRA PRADESH,0,2004
7,40,1480000,Nandyal,0,Not Given,201500,candidate.php?candidate_id=170,RAMAKRISHNA REDDY. S,IND,ANDHRA PRADESH,0,2004
8,29,Nil,Nandyal,0,Not Given,0,candidate.php?candidate_id=169,S. VASUDEV PRASAD,TRS,ANDHRA PRADESH,0,2004
0,39,451000,Narasapur,0,Post Graduate,0,candidate.php?candidate_id=176,ALLURI YUGANDHARA  RAJU,PPOI,ANDHRA PRADESH,0,2004
1,64,Nil,Narasapur,0,Graduate,450000,candidate.php?candidate_id=175,UPPALAPATI VENKATAKRISHNAM RAJU,BJP,ANDHRA PRADESH,0,2004
0,59,63961169,Narasaraopet,0,Graduate Professional,0,candidate.php?candidate_id=177,MEKAPATI RAJAMOHAN REDDY,INC,ANDHRA PRADESH,1,2004
1,59,1075000,Narasaraopet,0,Graduate,0,candidate.php?candidate_id=180,GONTU VENKATESWARA REDDY,IND,ANDHRA PRADESH,0,2004
2,74,169062689,Narasaraopet,0,Others,157955,candidate.php?candidate_id=178,MADDI LAKSHMAIAH,TDP,ANDHRA PRADESH,0,2004
3,40,45000,Narasaraopet,0,Graduate,0,candidate.php?candidate_id=179,PULIMAMIDI NARSIMHA REDDY,TRS,ANDHRA PRADESH,0,2004
4,42,80400,Narasaraopet,0,5th Pass,20000,candidate.php?candidate_id=181,PULIMI VENKATARAMI REDDY,IND,ANDHRA PRADESH,0,2004
0,46,5395726,Nellore,0,Post Graduate,0,candidate.php?candidate_id=182,PANABAKA LAKSHMI,INC,ANDHRA PRADESH,1,2004
1,65,461481,Nellore,0,Graduate,0,candidate.php?candidate_id=183,BALAKONDAIAH KARUPOTALA,BJP,ANDHRA PRADESH,0,2004
2,0,100000,Nellore,0,Others,24500,candidate.php?candidate_id=187,DAVA PENCHALA RAO,IND,ANDHRA PRADESH,0,2004
3,32,22000,Nellore,0,Not Given,0,candidate.php?candidate_id=190,MADDELA BRAHMANAIDU,IND,ANDHRA PRADESH,0,2004
4,62,62000,Nellore,0,Post Graduate,0,candidate.php?candidate_id=184,MALAKONDAIAH.Y,SP,ANDHRA PRADESH,0,2004
5,54,67500,Nellore,0,Graduate,39646,candidate.php?candidate_id=188,MANGALAPURI VENKATESWARLU,BRPP,ANDHRA PRADESH,0,2004
6,37,Nil,Nellore,0,Graduate,0,candidate.php?candidate_id=185,MARLAPATI  VEMAIAH,BSP,ANDHRA PRADESH,0,2004
7,40,Nil,Nellore,0,10th Pass,0,candidate.php?candidate_id=189,OURUVURU KRISHNAIAH,IND,ANDHRA PRADESH,0,2004
8,53,20000,Nellore,0,Not Given,0,candidate.php?candidate_id=186,VENKATA RAM RAVINUTHALA,IND,ANDHRA PRADESH,0,2004
0,45,142718537,Nizamabad,0,Post Graduate,32560000,candidate.php?candidate_id=191,MADHU GOUD YASKHI,INC,ANDHRA PRADESH,1,2004
1,48,11100,Nizamabad,0,12th Pass,0,candidate.php?candidate_id=194,BAISA RAMADASU,IND,ANDHRA PRADESH,0,2004
2,49,11801000,Nizamabad,0,Not Given,200000,candidate.php?candidate_id=192,SYED YOUSUF ALI,TDP,ANDHRA PRADESH,0,2004
3,48,5000,Nizamabad,0,Post Graduate,0,candidate.php?candidate_id=193,YEDLA RAMU,BSP,ANDHRA PRADESH,0,2004
0,49,141768943,Ongole,2,Graduate,0,candidate.php?candidate_id=195,SREENIVASULU REDDY MAGUNTA,INC,ANDHRA PRADESH,1,2004
1,57,900000,Ongole,0,5th Pass,25000,candidate.php?candidate_id=197,ALLA RAMA CHANDRA REDDY,IND,ANDHRA PRADESH,0,2004
2,0,Nil,Ongole,0,Not Given,0,candidate.php?candidate_id=196,BATHULA VIJAYA BHARATHI,TDP,ANDHRA PRADESH,0,2004
3,0,1200000,Ongole,0,Not Given,0,candidate.php?candidate_id=203,BOYALLA RANGANAYAKULU,IND,ANDHRA PRADESH,0,2004
4,0,20000,Ongole,0,Not Given,300000,candidate.php?candidate_id=202,GUDIPUDI NARASIMHA RAO,IND,ANDHRA PRADESH,0,2004
5,35,181000,Ongole,0,Not Given,0,candidate.php?candidate_id=200,NALAMALAPU LAKSHMI NARASA REDDY,IND,ANDHRA PRADESH,0,2004
6,59,130000,Ongole,0,Not Given,0,candidate.php?candidate_id=199,RAMA RAO DAGGUPATI,IND,ANDHRA PRADESH,0,2004
7,58,40000,Ongole,0,Post Graduate,0,candidate.php?candidate_id=198,SATISH KUMAR,IND,ANDHRA PRADESH,0,2004
8,27,303270,Ongole,0,Not Given,88000,candidate.php?candidate_id=201,VENU BABU NAIDU KAVURI,IND,ANDHRA PRADESH,0,2004
0,57,220678000,Parvathipuram,0,Post Graduate,0,candidate.php?candidate_id=204,KISHORE CHANDRA SURYANARAYANA DEO VYRICHERLA,INC,ANDHRA PRADESH,1,2004
1,55,442000,Parvathipuram,0,Not Given,0,candidate.php?candidate_id=207,ARIKA GUMPASWAMY,IND,ANDHRA PRADESH,0,2004
2,35,921000,Parvathipuram,0,Doctorate,0,candidate.php?candidate_id=205,DADICHILUKA VEERA GOURI SANKARA RAO,TDP,ANDHRA PRADESH,0,2004
3,32,20000,Parvathipuram,0,8th Pass,0,candidate.php?candidate_id=206,UOOYAKA MUTYALU,IND,ANDHRA PRADESH,0,2004
0,76,19464700,Peddapalli,0,10th Pass,0,candidate.php?candidate_id=208,G. VENKAT SWAMY,INC,ANDHRA PRADESH,1,2004
1,48,50279356,Peddapalli,0,Post Graduate,0,candidate.php?candidate_id=209,DR.MT. C. SUGUNA,TDP,ANDHRA PRADESH,0,2004
2,38,Nil,Peddapalli,1,12th Pass,0,candidate.php?candidate_id=213,KAMILLA JAYA RAO,IND,ANDHRA PRADESH,0,2004
3,27,478000,Peddapalli,0,Not Given,60000,candidate.php?candidate_id=212,MADDELA ODELU,IND,ANDHRA PRADESH,0,2004
0,50,23431318,Rajahmundry,2,Graduate Professional,881017,candidate.php?candidate_id=214,ARUNA KUMAR VUNDAVALLI,INC,ANDHRA PRADESH,1,2004
1,0,59500,Rajahmundry,0,Not Given,0,candidate.php?candidate_id=219,DUGGIREDDY DHARMA REDDY,IND,ANDHRA PRADESH,0,2004
2,53,25211596,Rajahmundry,0,Graduate,0,candidate.php?candidate_id=215,KANTIPUDI SARVARAYUDU,BJP,ANDHRA PRADESH,0,2004
3,82,89712000,Rajahmundry,0,Graduate,0,candidate.php?candidate_id=216,S.B.P.B.K.SATYANARAYANA RAO,IND,ANDHRA PRADESH,0,2004
0,59,9709190,Rajampet,0,12th Pass,1160909,candidate.php?candidate_id=220,ANNAYYAGARI SAI PRATHAP,INC,ANDHRA PRADESH,1,2004
1,47,488000,Rajampet,0,12th Pass,0,candidate.php?candidate_id=223,ASHOKA RAO PEECHARA,TRS,ANDHRA PRADESH,0,2004
2,42,4239986,Rajampet,0,10th Pass,606000,candidate.php?candidate_id=221,GUNIPATI RAMAIAH,TDP,ANDHRA PRADESH,0,2004
3,76,30000,Rajampet,0,10th Pass,37000,candidate.php?candidate_id=222,HAJI MD. AZAM SHAIK,IND,ANDHRA PRADESH,0,2004
4,43,4242000,Rajampet,0,5th Pass,0,candidate.php?candidate_id=224,MUKKA NARASIMHA REDDY,JP,ANDHRA PRADESH,0,2004
0,39,4250700,Secunderabad,0,12th Pass,810500,candidate.php?candidate_id=225,M. ANJAN KUMAR YADAV,INC,ANDHRA PRADESH,1,2004
1,37,80000,Secunderabad,0,Not Given,0,candidate.php?candidate_id=231,ABDUS SATTAR MUJAHED,Muslim League Kerala State Committee,ANDHRA PRADESH,0,2004
2,64,281447,Secunderabad,0,Graduate,0,candidate.php?candidate_id=234,ACHANTA BAPIRAJU,IND,ANDHRA PRADESH,0,2004
3,57,7363517,Secunderabad,0,Graduate,0,candidate.php?candidate_id=226,BANDARU DATTATRAYA,BJP,ANDHRA PRADESH,0,2004
4,62,Nil,Secunderabad,0,Not Given,0,candidate.php?candidate_id=229,H.K. JAISWAL,IND,ANDHRA PRADESH,0,2004
5,34,381000,Secunderabad,0,Graduate,0,candidate.php?candidate_id=227,HUMERA AZIZ,AIMIM,ANDHRA PRADESH,0,2004
6,64,Nil,Secunderabad,0,12th Pass,0,candidate.php?candidate_id=237,KAILASH CHANDRA,IND,ANDHRA PRADESH,0,2004
7,44,Nil,Secunderabad,0,Graduate,0,candidate.php?candidate_id=228,M.D. PAUL VEDANTH,BSP,ANDHRA PRADESH,0,2004
8,0,Nil,Secunderabad,0,Not Given,0,candidate.php?candidate_id=235,MEGHA MURALI,PPOI,ANDHRA PRADESH,0,2004
9,47,Nil,Secunderabad,0,10th Pass,0,candidate.php?candidate_id=233,N. CHANDRA SHEKAR,MCPI(S),ANDHRA PRADESH,0,2004
10,0,Nil,Secunderabad,0,Not Given,0,candidate.php?candidate_id=236,PADM YADAGIRI,IND,ANDHRA PRADESH,0,2004
11,40,2548000,Secunderabad,0,Post Graduate,3602500,candidate.php?candidate_id=232,SEELAM NARAYANA,IND,ANDHRA PRADESH,0,2004
12,42,Nil,Secunderabad,0,10th Pass,0,candidate.php?candidate_id=230,SYED NAWAZ AHMED,IND,ANDHRA PRADESH,0,2004
0,49,1110000,Siddipet,0,Graduate Professional,480000,candidate.php?candidate_id=238,SARVEY SATHYANARAYANA,INC,ANDHRA PRADESH,1,2004
0,0,Nil,Srikakulam,0,Not Given,0,candidate.php?candidate_id=244,KILLI KRUPARANI,INC,ANDHRA PRADESH,0,2004
1,36,Nil,Srikakulam,1,Post Graduate,0,candidate.php?candidate_id=246,MYLAPALLI LAKSHMUDU,BSP,ANDHRA PRADESH,0,2004
